0,0,0,0.0002,0,0,0
0.0205,0.0702,3.4312,0.0016,0,0,0
0.0403,0.1852,5.8065,0.0053,0,0,0
0.06,0.3059,6.1031,0.0113,0,0,0
0.0801,0.4275,6.0545,0.0199,0,0,0
0.1,0.5495,6.1253,0.0308,-0.0001,0,0
0.1201,0.6713,6.0838,0.0443,-0.0001,0,0
0.1401,0.7935,6.0952,0.0602,-0.0001,0,0
0.1601,0.9157,6.1017,0.0785,-0.0001,0,0
0.1801,1.0378,6.1059,0.0993,-0.0002,0,0
0.2001,1.1596,6.1091,0.1224,-0.0002,0,0
0.22,1.2813,6.0941,0.148,-0.0003,0,0
0.2401,1.4034,6.0852,0.1761,-0.0003,0,0
0.26,1.5253,6.1236,0.2065,-0.0004,0,0
0.28,1.6471,6.0835,0.2395,-0.0004,0,0
0.3,1.7691,6.1054,0.2748,-0.0005,0,0
0.3201,1.8912,6.0875,0.3128,-0.0006,0,0
0.34,2.0132,6.1178,0.3529,-0.0006,0,0
0.36,2.135,6.091,0.3956,-0.0007,0,0
0.38,2.257,6.0996,0.4408,-0.0008,0,0
0.4,2.379,6.0981,0.4884,-0.0009,0,0
0.42,2.5011,6.0979,0.5385,-0.001,0,0
0.44,2.6231,6.1062,0.5909,-0.0011,0,0
0.46,2.745,6.099,0.6457,-0.0012,0,0
0.48,2.867,6.0944,0.7031,-0.0013,0,0
0.5,2.9787,5.5932,0.7626,-0.0014,0,0
0.52,2.9999,1.0577,0.8226,-0.0015,0,0
0.54,2.9999,-0.0001,0.8827,-0.0016,0,0
0.56,2.9999,-0.0001,0.9427,-0.0017,0,0
0.58,2.9999,-0.0001,1.0027,-0.0018,0,0
0.6,2.9999,-0.0001,1.0627,-0.0019,0,0
0.62,2.9999,-0.0001,1.1226,-0.0021,-0.0001,0
0.64,2.9999,-0.0001,1.1826,-0.0022,-0.0001,0
0.66,2.9999,-0.0001,1.2427,-0.0023,-0.0001,0
0.68,2.9999,-0.0001,1.3027,-0.0024,-0.0001,0
0.7,2.9998,-0.0001,1.3626,-0.0025,-0.0001,0
0.72,2.9998,-0.0001,1.4226,-0.0026,-0.0001,0
0.74,2.9998,-0.0001,1.4826,-0.0027,-0.0001,0
0.76,2.9998,-0.0001,1.5427,-0.0029,-0.0001,0
0.78,2.9998,-0.0001,1.6027,-0.003,-0.0001,0
0.8,2.9998,-0.0002,1.6627,-0.0031,-0.0001,0
0.82,2.9998,-0.0002,1.7226,-0.0032,-0.0001,0
0.84,2.9998,-0.0002,1.7826,-0.0033,-0.0002,0
0.86,2.9998,-0.0002,1.8427,-0.0034,-0.0002,0
